"observedAbundance","meanAnnualTemp","meanSummerTemp","annualPrecipitation","summerPrecipitation","distance2edge","totalEdge"
1,0.0136587744945442,0.370248998770463,-2.12306158374095,-2.01830895706808,-1.53650554341955,-1.33240553092397
1,-0.0185260186269408,-0.140372602392229,1.12084555051634,0.227691769554308,0.414903077581255,-1.11936730229747
1,1.01378006207811,0.827955324664817,-0.412861033063471,-0.182109765432425,0.269607856035429,0.249357928556024
2,0.918872812337859,1.25764518612124,-1.07328415445929,-1.05900043406151,1.56096302849231,1.28798247484974
1,-0.780349257156974,-0.583487092258541,0.603953037647493,0.642837477506843,-0.289230779207687,-0.452693905160171
0,0.315599430682682,0.0417800417404023,0.195629315517127,0.0262943524134266,-1.53040280860453,-0.475233726460621
0,-0.916536331785692,-1.27699949501031,-0.74135833916533,-0.21181614529109,-0.293578675338825,-0.220767972365123
1,-1.53686581417462,-0.397662379217882,-0.678138913249017,0.334013020299078,1.22448745742085,-0.185265005936798
0,-1.12611062280024,-1.71750403170682,0.581682688916661,-0.794761391988441,0.403115831025748,-0.0987352464519352
2,0.867303073431658,0.686140185277029,1.41416027993023,1.89948106659566,0.307744709425337,1.89836200672275
9,2.00099176128441,1.83855425840354,0.283065049165302,0.0704250269364388,-0.207723364387008,-0.292447583825352
4,1.03257878615508,0.0603941988950037,-0.251446776298079,-0.238532389652124,-1.0723339756784,-1.68566851737889
1,-0.16309880183842,-0.90046471544188,-0.849170780763232,-1.91344435984719,0.755030807869666,0.837130661818345
0,0.708241077685792,0.990762337236722,-0.972389360933658,-1.05303685727275,-0.502604294705006,-1.36000666425002
1,0.939743296389133,1.0956540104377,1.1566463278626,1.387831906715,0.421616720475304,0.610765655366021
0,0.376028319721094,-0.188637822121322,-0.494717241176448,-1.27622885638141,-0.146197650533457,1.005436983453
2,0.497107829355222,0.623136313706223,-0.143553063530899,1.34594727184266,0.708648583526954,-0.0904252564652426
0,-0.824455512353019,-1.25886290044431,-0.0805600414797621,-0.626595223174637,1.586180987549,1.29844563056039
4,1.29839088386397,0.944161673788621,0.553592697917614,-0.887026502797421,0.12530075442912,-0.470246591617553
3,-0.680671791709135,-0.822547207373999,-0.63707764543108,-0.719414724430263,-0.52932233151735,-1.66974674972203
2,-1.94754759908976,-1.32626795922982,-0.768517921192231,0.566607616668915,0.16128481470318,-0.0550723365543945
0,-0.874824860171755,-1.02359734707905,-1.0871853713757,0.116875788090163,-1.08664304763307,0.698470526736332
1,-0.351694087239231,0.501724126911983,-1.93785767025775,-1.12094033491592,0.597626056174222,0.465033124892577
0,-0.318807211325171,0.0745721598994931,-1.65166169676098,-1.07757504964898,0.470788591918883,2.2644944706143
3,-0.327151518632466,-0.0746680005515654,1.42703704722179,1.50615501990009,-1.80381968869002,-1.22209111236072
2,0.0128235961167069,0.227855403366498,0.191668573189005,-0.21667100692387,0.343402108845633,-0.701301760553974
1,0.38254034007783,0.0921665205195003,-0.323951077992588,-1.26559729470279,-0.883566643571143,1.00131171884061
0,-1.38708150699326,-2.01611071860037,1.17368452972269,-0.603566958905382,0.518152635246796,0.401684231597239
0,-0.0636608047587143,0.0109001347390804,-1.22090647219866,-2.01247671196793,-0.916385872118189,-0.249622940877657
0,-0.369203866302765,-1.37338856797592,0.337062777407515,-0.764077188332408,0.161798530073481,0.49174329334005
3,-0.635019652104231,-0.823657033015717,-0.599157204384104,-1.31289037618391,0.853799697617885,-0.215576589300749
1,-0.372287973574558,-0.60679482829905,-0.480608758041934,0.123012894551434,0.239414432737437,-0.260118036528567
6,1.14518081614565,1.37839387298698,-0.452047903771398,-0.965957187957558,0.604866718099866,-0.813086276180645
0,-1.50594101536882,-1.92389823311764,0.794251125856776,-0.521518385351143,0.606486159737191,1.84784698077232
1,1.10581599893537,1.17742262443331,1.47198083230724,0.6997867702696,0.0876261373238598,1.04007223129681
0,-1.05586406504168,-2.01607144433038,0.269867170263829,-0.893749121114119,1.2233485535611,2.0503770717573
3,-0.17421922315267,0.420356624945955,-0.524171481725345,-0.0873200585960336,-0.296100066085231,-0.154091654898306
6,3.56579229044194,2.76204769909539,0.294620910459576,-0.0639136758038812,-1.58997569594738,-0.492557316788522
3,-0.125758781788201,-0.0641197190176108,1.75069644570984,1.43741010460615,-0.780129168381896,0.117991533097772
1,-0.351267959347946,-0.154012036566013,-0.292129587641708,0.0523034511291647,-0.452296482974126,0.615272258200357
0,-1.46748310844394,-0.146292537724821,-0.600384284670856,-0.280232517498044,0.131545062901506,-0.530442726826271
5,0.89595746515975,1.62078565579149,-1.29315204978306,0.147573625868627,-0.0439766477303806,-0.645143330378638
1,-0.202843661579961,-0.790073776451156,1.23683214735199,-0.0375490711939022,-0.817644456053929,-1.8215461332228
5,-0.538690914195368,0.429059118476597,-0.728696914366839,-0.352922346869878,0.790750893301108,-2.12484898132499
0,1.13558760042652,1.25015706490113,-0.792060420147624,-0.994465671194125,-1.01590835668302,-0.818446634898115
1,-0.566839733611478,-0.496500034520934,-0.0422688330872921,-0.279405633724048,0.633147645463803,-0.117248433779391
8,1.36220129830891,2.10650100552035,1.86487715562289,2.73643472296177,2.07756521146319,-1.50061261683774
3,1.58326437742461,0.990484118078037,1.29887978958363,1.14547698443489,1.5952155272276,0.981108492285631
1,0.59225161049531,1.18232280297605,0.0213252704453218,0.430357539762076,-0.31349368364464,-0.237889022249056
0,0.0871201514911454,-0.0262957723338898,1.20997271263479,1.07312139442291,0.260850527436237,1.32610839127676
1,0.499571264648094,0.396973539517239,-1.36674476195228,-1.49334207742094,-0.700351794595482,-0.101596189310773
0,0.436151321352347,0.931635553672274,0.151900073249498,1.09747193376736,-2.19238010682826,-0.342510345376052
0,-1.54845243176228,-2.15800710425196,1.83222001469126,1.44617488097842,-0.49766454604482,1.2247834461047
0,-1.33290260899966,-1.48926679856673,0.196395152406492,-0.132295320174686,-0.656496163812456,-0.212854959408836
16,2.47303468927324,2.21210670386812,-0.230630358149405,0.761424536795151,-0.523361809290956,-0.873122556129005
2,-1.51433958262198,-1.09477875309243,-0.139805662572241,0.195699772414957,-0.610913655734953,-0.655199962102066
1,-0.339854079195782,-0.193667335805515,0.267374911810576,-0.540421875932859,0.697926988054825,1.12516105835503
1,-0.622910437832419,-0.38790506984817,-0.809786704397434,-0.0469758196279495,0.319162713930514,2.3120208189918
0,-1.50488077293133,-1.72618979249518,0.737862216144919,0.0372078330903005,1.20386964135334,0.481773352434322
2,0.837623053582876,0.712272661340671,0.337668188329466,-0.188246733043478,0.0232047843066486,-0.480285531775998
10,-0.622372264758094,-1.26585937218642,-0.56192532639704,-2.13575549091711,-0.210293808371218,-1.98121923184814
2,0.840987178631376,0.863893987138308,-1.43830492565007,-1.28959352468978,-0.830458777768239,1.2028960322343
0,-0.0286449707879291,0.204491007636569,-1.19174573204112,-0.918949930465188,0.774465126259854,1.08866494794423
1,-0.913789066264952,-1.21299099745687,-0.763455946723648,-1.2608842582088,1.6593052000394,-0.258076362598474
2,-0.175060531899784,-0.0965353192031245,-0.438088479013915,0.475797783787363,0.326905969410489,0.19938124604719
4,-0.0308903521880196,-0.0448235372109317,-0.95942902773124,-0.407471955318122,0.944107658207255,-0.57226570193819
0,-0.788072817848914,-1.14209723386373,0.141371183692289,0.193122955811316,-0.391305527671434,-1.0203330213601
3,0.800510706485632,0.802253048473276,-0.125140606215889,1.34945745828652,0.446073272164459,0.296555078883878
0,0.839465189541862,0.484667089415138,0.574838234499396,-0.359988386553683,0.547419931900493,-0.454053507278986
3,0.0731942073201387,0.364051635788994,-0.499763230747427,-0.318876315979646,-0.92948341527097,1.04322297771303
1,-0.757766081293119,-0.259347172795691,0.724008812622664,1.01479375959265,-0.355133609629473,0.0171869761937749
3,0.210849894027183,0.235155861620567,-1.16059445518695,-1.76489976700365,-0.636800291167157,-1.30092985518084
3,0.0606790487461753,0.391972807570587,-0.46709051605176,-0.706692268056784,0.238642723201403,-1.23049192412987
1,2.22528864455805,2.28000696227653,-1.07720364161755,-0.69802604468773,1.06119684014452,0.220675728870734
0,-0.894763535906134,-1.1585104027028,1.47283618054237,0.948662621137,0.138677516863655,-0.073538318641477
1,-0.253471933861584,-0.126057144399527,0.538054567714437,0.460867665013987,0.636968507260871,-0.612459702232626
