genus,species,genus_species,sex,date,round,method,site_name
Andrena,atlantica,Andrena_atlantica,u,5/31/03,2,pan,BedfordRd
Andrena,banksi,Andrena_banksi,u,6/17/03,3,net,BedfordRd
Andrena,cressonii,Andrena_cressonii,u,4/25/03,1,pan,BedfordRd
Andrena,miserabilis,Andrena_miserabilis,u,4/15/03,1,net,BedfordRd
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,BedfordRd
Ceratina,calcarata,Ceratina_calcarata,m,5/31/03,2,pan,BedfordRd
Ceratina,calcarata,Ceratina_calcarata,m,5/31/03,2,pan,BedfordRd
Ceratina,calcarata,Ceratina_calcarata,m,5/31/03,2,pan,BedfordRd
Ceratina,calcarata,Ceratina_calcarata,f,7/26/03,4,pan,BedfordRd
Ceratina,strenua,Ceratina_strenua,f,5/31/03,2,pan,BedfordRd
Ceratina,strenua,Ceratina_strenua,m,5/31/03,2,pan,BedfordRd
Ceratina,strenua,Ceratina_strenua,m,5/31/03,2,pan,BedfordRd
Ceratina,strenua,Ceratina_strenua,f,7/26/03,4,pan,BedfordRd
Chelostoma,philadelphi,Chelostoma_philadelphi,m,5/31/03,2,pan,BedfordRd
Colletes,thoracicus,Colletes_thoracicus,f,6/17/03,3,net,BedfordRd
Colletes,thoracicus,Colletes_thoracicus,f,6/17/03,3,net,BedfordRd
Lasioglossum,ceanothi_seeTN,Lasioglossum_ceanothi_seeTN,f,4/25/03,1,pan,BedfordRd
Lasioglossum,illinoense,Lasioglossum_illinoense,f,5/31/03,2,pan,BedfordRd
Lasioglossum,illinoense,Lasioglossum_illinoense,f,5/31/03,2,pan,BedfordRd
Lasioglossum,illinoense,Lasioglossum_illinoense,f,7/26/03,4,pan,BedfordRd
Lasioglossum,pectorale,Lasioglossum_pectorale,f,5/31/03,2,pan,BedfordRd
Nomada,lepida,Nomada_lepida,m,4/25/03,1,pan,BedfordRd
Nomada,maculata,Nomada_maculata,m,4/25/03,1,pan,BedfordRd
Osmia,pumila,Osmia_pumila,m,4/15/03,1,net,BedfordRd
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BedfordRd
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BedfordRd
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BedfordRd
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BedfordRd
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BedfordRd
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BedfordRd
Andrena,atlantica,Andrena_atlantica,u,6/17/03,3,net,BurntMillRdN
Andrena,miserabilis,Andrena_miserabilis,u,4/25/03,1,pan,BurntMillRdN
Andrena,miserabilis,Andrena_miserabilis,u,4/25/03,1,pan,BurntMillRdN
Andrena,vicina,Andrena_vicina,u,5/19/03,2,net,BurntMillRdN
Augochlorella,aurata,Augochlorella_aurata,f,7/27/03,4,pan,BurntMillRdN
Bombus,bimaculatus,Bombus_bimaculatus,f,5/19/03,2,net,BurntMillRdN
Bombus,bimaculatus,Bombus_bimaculatus,f,5/19/03,2,net,BurntMillRdN
Bombus,bimaculatus,Bombus_bimaculatus,f,6/17/03,3,net,BurntMillRdN
Bombus,bimaculatus,Bombus_bimaculatus,f,6/17/03,3,net,BurntMillRdN
Bombus,griseocollis,Bombus_griseocollis,f,6/17/03,3,net,BurntMillRdN
Bombus,impatiens,Bombus_impatiens,f,5/19/03,2,net,BurntMillRdN
Bombus,impatiens,Bombus_impatiens,f,5/19/03,2,net,BurntMillRdN
Bombus,impatiens,Bombus_impatiens,f,6/17/03,3,net,BurntMillRdN
Bombus,citrinus,Bombus_citrinus,f,7/18/03,4,net,BurntMillRdN
Ceratina,calcarata,Ceratina_calcarata,m,6/7/03,2,pan,BurntMillRdN
Colletes,validus,Colletes_validus,f,4/16/03,1,net,BurntMillRdN
Colletes,validus,Colletes_validus,m,4/16/03,1,net,BurntMillRdN
Colletes,validus,Colletes_validus,m,4/25/03,1,pan,BurntMillRdN
Habropoda,laboriosa,Habropoda_laboriosa,m,4/25/03,1,pan,BurntMillRdN
Habropoda,laboriosa,Habropoda_laboriosa,m,4/25/03,1,pan,BurntMillRdN
Habropoda,laboriosa,Habropoda_laboriosa,m,4/25/03,1,pan,BurntMillRdN
Habropoda,laboriosa,Habropoda_laboriosa,f,6/17/03,3,net,BurntMillRdN
Habropoda,laboriosa,Habropoda_laboriosa,f,6/17/03,3,net,BurntMillRdN
Halictus,ligatus,Halictus_ligatus,f,6/25/03,3,pan,BurntMillRdN
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,7/27/03,4,pan,BurntMillRdN
Lasioglossum,oblongum,Lasioglossum_oblongum,f,7/27/03,4,pan,BurntMillRdN
Lasioglossum,oblongum,Lasioglossum_oblongum,f,7/27/03,4,pan,BurntMillRdN
Lasioglossum,pectorale,Lasioglossum_pectorale,f,6/7/03,2,pan,BurntMillRdN
Lasioglossum,pectorale,Lasioglossum_pectorale,f,6/7/03,2,pan,BurntMillRdN
Lasioglossum,pectorale,Lasioglossum_pectorale,f,6/25/03,3,pan,BurntMillRdN
Lasioglossum,pectorale,Lasioglossum_pectorale,f,6/25/03,3,pan,BurntMillRdN
Lasioglossum,pectorale,Lasioglossum_pectorale,f,6/25/03,3,pan,BurntMillRdN
Lasioglossum,pectorale,Lasioglossum_pectorale,f,6/25/03,3,pan,BurntMillRdN
Lasioglossum,pectorale,Lasioglossum_pectorale,m,7/27/03,4,pan,BurntMillRdN
Lasioglossum,pilosum,Lasioglossum_pilosum,f,7/27/03,4,pan,BurntMillRdN
Lasioglossum,tegulare,Lasioglossum_tegulare,f,4/25/03,1,pan,BurntMillRdN
Lasioglossum,nelumbonis,Lasioglossum_nelumbonis,f,6/25/03,3,pan,BurntMillRdN
Lasioglossum,leucozonium,Lasioglossum_leucozonium,u,7/27/03,4,pan,BurntMillRdN
Lasioglossum,leucozonium,Lasioglossum_leucozonium,u,7/27/03,4,pan,BurntMillRdN
Nomada,lepida,Nomada_lepida,f,4/16/03,1,net,BurntMillRdN
Nomada,lehighensis,Nomada_lehighensis,f,4/16/03,1,net,BurntMillRdN
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BurntMillRdN
Sphecodes,confertus,Sphecodes_confertus,f,4/16/03,1,net,BurntMillRdN
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,BurntMillRdS
Andrena,wilkella,Andrena_wilkella,u,6/25/03,3,pan,BurntMillRdS
Bombus,bimaculatus,Bombus_bimaculatus,f,6/17/03,3,net,BurntMillRdS
Bombus,perplexus,Bombus_perplexus,f,6/17/03,3,net,BurntMillRdS
Bombus,citrinus,Bombus_citrinus,f,6/17/03,3,net,BurntMillRdS
Calliopsis,andreniformis,Calliopsis_andreniformis,f,6/25/03,3,pan,BurntMillRdS
Calliopsis,andreniformis,Calliopsis_andreniformis,f,6/25/03,3,pan,BurntMillRdS
Ceratina,strenua,Ceratina_strenua,m,6/7/03,2,pan,BurntMillRdS
Ceratina,strenua,Ceratina_strenua,m,6/7/03,2,pan,BurntMillRdS
Colletes,inaequalis,Colletes_inaequalis,f,4/16/03,1,net,BurntMillRdS
Habropoda,laboriosa,Habropoda_laboriosa,f,4/25/03,1,pan,BurntMillRdS
Habropoda,laboriosa,Habropoda_laboriosa,f,4/25/03,1,pan,BurntMillRdS
Habropoda,laboriosa,Habropoda_laboriosa,f,6/17/03,3,net,BurntMillRdS
Habropoda,laboriosa,Habropoda_laboriosa,f,6/17/03,3,net,BurntMillRdS
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,7/18/03,4,net,BurntMillRdS
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,4/25/03,1,pan,BurntMillRdS
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,4/25/03,1,pan,BurntMillRdS
Lasioglossum,pectorale,Lasioglossum_pectorale,f,6/25/03,3,pan,BurntMillRdS
Lasioglossum,pectorale,Lasioglossum_pectorale,f,7/27/03,4,pan,BurntMillRdS
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,6/25/03,3,pan,BurntMillRdS
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,7/27/03,4,pan,BurntMillRdS
Lasioglossum,tegulare,Lasioglossum_tegulare,f,6/7/03,2,pan,BurntMillRdS
Nomada,bella,Nomada_bella,m,4/16/03,1,net,BurntMillRdS
Nomada,luteoloides,Nomada_luteoloides,m,4/25/03,1,pan,BurntMillRdS
Nomada,maculata,Nomada_maculata,m,4/25/03,1,pan,BurntMillRdS
Nomada,maculata,Nomada_maculata,m,4/25/03,1,pan,BurntMillRdS
Nomada,maculata,Nomada_maculata,m,4/25/03,1,pan,BurntMillRdS
Nomada,maculata,Nomada_maculata,m,4/25/03,1,pan,BurntMillRdS
Nomada,lehighensis,Nomada_lehighensis,f,4/16/03,1,net,BurntMillRdS
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,BurntMillRdS
Sphecodes,confertus,Sphecodes_confertus,f,4/16/03,1,net,BurntMillRdS
Sphecodes,mandibularis,Sphecodes_mandibularis,f,6/7/03,2,pan,BurntMillRdS
Agapostemon,texanus,Agapostemon_texanus,f,5/31/03,2,pan,CowpathRd
Agapostemon,virescens,Agapostemon_virescens,f,6/25/03,3,pan,CowpathRd
Andrena,imitatrix,Andrena_imitatrix,u,5/20/03,2,net,CowpathRd
Bombus,bimaculatus,Bombus_bimaculatus,f,6/18/03,3,net,CowpathRd
Bombus,citrinus,Bombus_citrinus,f,6/18/03,3,net,CowpathRd
Ceratina,calcarata_seeTN,Ceratina_calcarata_seeTN,f,6/25/03,3,pan,CowpathRd
Ceratina,calcarata,Ceratina_calcarata,f,6/25/03,3,pan,CowpathRd
Ceratina,strenua,Ceratina_strenua,m,4/29/03,1,pan,CowpathRd
Ceratina,strenua,Ceratina_strenua,f,6/26/03,3,pan,CowpathRd
Colletes,thoracicus,Colletes_thoracicus,f,6/18/03,3,net,CowpathRd
Habropoda,laboriosa,Habropoda_laboriosa,m,5/20/03,2,net,CowpathRd
Habropoda,laboriosa,Habropoda_laboriosa,f,6/18/03,3,net,CowpathRd
Holcopasites,calliopsidis,Holcopasites_calliopsidis,u,7/26/03,4,pan,CowpathRd
Lasioglossum,bruneri,Lasioglossum_bruneri,f,7/26/03,4,pan,CowpathRd
Lasioglossum,bruneri,Lasioglossum_bruneri,f,7/26/03,4,pan,CowpathRd
Lasioglossum,laevissimum_OldDetseeTN,Lasioglossum_laevissimum_OldDetseeTN,f,6/25/03,3,pan,CowpathRd
Lasioglossum,tegulare,Lasioglossum_tegulare,f,4/29/03,1,pan,CowpathRd
Lasioglossum,tegulare,Lasioglossum_tegulare,f,4/29/03,1,pan,CowpathRd
Lasioglossum,tegulare,Lasioglossum_tegulare,f,5/31/03,2,pan,CowpathRd
Lasioglossum,sopinci,Lasioglossum_sopinci,f,6/18/03,3,net,CowpathRd
Lasioglossum,fuscipenne,Lasioglossum_fuscipenne,f,6/18/03,3,net,CowpathRd
Lasioglossum,leucozonium,Lasioglossum_leucozonium,f,7/26/03,4,pan,CowpathRd
Nomada,australis,Nomada_australis,f,6/26/03,3,pan,CowpathRd
Nomada,imbricata,Nomada_imbricata,m,4/29/03,1,pan,CowpathRd
Nomada,lepida,Nomada_lepida,m,4/17/03,1,net,CowpathRd
Nomada,maculata,Nomada_maculata,m,4/29/03,1,pan,CowpathRd
Nomada,pygmaea,Nomada_pygmaea,m,4/29/03,1,pan,CowpathRd
Osmia,atriventris,Osmia_atriventris,f,5/31/03,2,pan,CowpathRd
Osmia,pumila,Osmia_pumila,m,4/29/03,1,pan,CowpathRd
Osmia,pumila,Osmia_pumila,m,5/31/03,2,pan,CowpathRd
Osmia,virga,Osmia_virga,f,4/29/03,1,pan,CowpathRd
Sphecodes,aroniae,Sphecodes_aroniae,f,6/18/03,3,net,CowpathRd
Sphecodes,atlantis,Sphecodes_atlantis,f,5/31/03,2,pan,CowpathRd
Sphecodes,coronus,Sphecodes_coronus,f,4/29/03,1,pan,CowpathRd
Xylocopa,virginica,Xylocopa_virginica,m,4/17/03,1,net,CowpathRd
Xylocopa,virginica,Xylocopa_virginica,f,5/20/03,2,net,CowpathRd
Xylocopa,virginica,Xylocopa_virginica,f,5/20/03,2,net,CowpathRd
Xylocopa,virginica,Xylocopa_virginica,f,6/18/03,3,net,CowpathRd
Andrena,carlini,Andrena_carlini,u,5/31/03,2,net,Cutts
Andrena,imitatrix,Andrena_imitatrix,u,4/29/03,1,net,Cutts
Ceratina,calcarata,Ceratina_calcarata,m,4/17/03,1,pan,Cutts
Ceratina,strenua,Ceratina_strenua,m,4/29/03,1,net,Cutts
Ceratina,strenua,Ceratina_strenua,f,4/29/03,1,net,Cutts
Ceratina,strenua,Ceratina_strenua,m,6/25/03,3,net,Cutts
Ceratina,strenua,Ceratina_strenua,m,6/25/03,3,net,Cutts
Lasioglossum,timothyi,Lasioglossum_timothyi,f,5/31/03,2,net,Cutts
Lasioglossum,ephialtum,Lasioglossum_ephialtum,f,7/31/03,4,net,Cutts
Lasioglossum,coeruleum,Lasioglossum_coeruleum,f,5/31/03,2,net,Cutts
Lasioglossum,imitatum,Lasioglossum_imitatum,f,7/21/03,4,pan,Cutts
Lasioglossum,imitatum,Lasioglossum_imitatum,f,7/21/03,4,pan,Cutts
Lasioglossum,sp_OldDetseeTN,Lasioglossum_sp_OldDetseeTN,m,6/25/03,3,net,Cutts
Nomada,cressonii,Nomada_cressonii,f,5/31/03,2,net,Cutts
Osmia,atriventris,Osmia_atriventris,f,4/17/03,1,pan,Cutts
Osmia,virga,Osmia_virga,m,4/17/03,1,pan,Cutts
Andrena,miserabilis,Andrena_miserabilis,u,4/25/03,1,pan,Elm
Andrena,miserabilis,Andrena_miserabilis,u,6/25/03,3,pan,Elm
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,Elm
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,Elm
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,Elm
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,Elm
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,Elm
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,Elm
Andrena,vicina,Andrena_vicina,u,4/25/03,1,pan,Elm
Bombus,impatiens,Bombus_impatiens,f,5/19/03,2,net,Elm
Bombus,vagans,Bombus_vagans,f,7/16/03,4,net,Elm
Ceratina,calcarata,Ceratina_calcarata,m,5/31/03,2,pan,Elm
Ceratina,calcarata,Ceratina_calcarata,m,5/31/03,2,pan,Elm
Ceratina,calcarata,Ceratina_calcarata,m,5/31/03,2,pan,Elm
Ceratina,calcarata,Ceratina_calcarata,f,5/31/03,2,pan,Elm
Ceratina,strenua,Ceratina_strenua,m,5/31/03,2,pan,Elm
Ceratina,strenua,Ceratina_strenua,f,5/31/03,2,pan,Elm
Chelostoma,philadelphi,Chelostoma_philadelphi,m,5/31/03,2,pan,Elm
Coelioxys,sayi,Coelioxys_sayi,f,6/17/03,3,net,Elm
Colletes,thoracicus,Colletes_thoracicus,f,6/17/03,3,net,Elm
Hylaeus,affinis_modestus,Hylaeus_affinis_modestus,f,7/26/03,4,pan,Elm
Lasioglossum,timothyi,Lasioglossum_timothyi,f,5/31/03,2,pan,Elm
Lasioglossum,bruneri,Lasioglossum_bruneri,f,6/17/03,3,net,Elm
Lasioglossum,pectorale,Lasioglossum_pectorale,m,7/26/03,4,pan,Elm
Lasioglossum,pectorale,Lasioglossum_pectorale,f,7/26/03,4,pan,Elm
Lasioglossum,pilosum,Lasioglossum_pilosum,f,6/25/03,3,pan,Elm
Lasioglossum,tegulare,Lasioglossum_tegulare,f,6/25/03,3,pan,Elm
Lasioglossum,fuscipenne,Lasioglossum_fuscipenne,f,6/17/03,3,net,Elm
Osmia,pumila,Osmia_pumila,m,4/15/03,1,net,Elm
Osmia,virga,Osmia_virga,f,5/31/03,2,pan,Elm
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,Elm
Sphecodes,aroniae,Sphecodes_aroniae,f,6/17/03,3,net,Elm
Agapostemon,virescens,Agapostemon_virescens,f,6/24/03,3,pan,FlittertownRd
Agapostemon,virescens,Agapostemon_virescens,f,6/24/03,3,pan,FlittertownRd
Agapostemon,virescens,Agapostemon_virescens,f,6/24/03,3,pan,FlittertownRd
Agapostemon,virescens,Agapostemon_virescens,f,6/24/03,3,pan,FlittertownRd
Andrena,carolina,Andrena_carolina,u,6/3/03,2,pan,FlittertownRd
Andrena,carolina,Andrena_carolina,u,6/17/03,3,net,FlittertownRd
Andrena,carolina,Andrena_carolina,u,6/17/03,3,net,FlittertownRd
Andrena,cornelli,Andrena_cornelli,u,6/17/03,3,net,FlittertownRd
Andrena,erigeniae,Andrena_erigeniae,u,4/28/03,1,pan,FlittertownRd
Andrena,wilkella,Andrena_wilkella,u,6/17/03,3,net,FlittertownRd
Bombus,bimaculatus,Bombus_bimaculatus,f,4/15/03,1,net,FlittertownRd
Bombus,bimaculatus,Bombus_bimaculatus,f,5/19/03,2,net,FlittertownRd
Bombus,perplexus,Bombus_perplexus,f,5/19/03,2,net,FlittertownRd
Bombus,perplexus,Bombus_perplexus,f,5/19/03,2,net,FlittertownRd
Bombus,perplexus,Bombus_perplexus,f,6/17/03,3,net,FlittertownRd
Bombus,perplexus,Bombus_perplexus,f,6/17/03,3,net,FlittertownRd
Bombus,perplexus,Bombus_perplexus,f,6/17/03,3,net,FlittertownRd
Bombus,perplexus,Bombus_perplexus,f,6/17/03,3,net,FlittertownRd
Bombus,vagans,Bombus_vagans,f,6/17/03,3,net,FlittertownRd
Ceratina,calcarata,Ceratina_calcarata,m,8/13/03,4,pan,FlittertownRd
Ceratina,calcarata,Ceratina_calcarata,f,6/24/03,3,pan,FlittertownRd
Ceratina,calcarata,Ceratina_calcarata,f,6/24/03,3,pan,FlittertownRd
Ceratina,calcarata,Ceratina_calcarata,f,7/21/03,4,net,FlittertownRd
Ceratina,calcarata,Ceratina_calcarata,f,8/13/03,4,pan,FlittertownRd
Ceratina,calcarata,Ceratina_calcarata,f,8/13/03,4,pan,FlittertownRd
Habropoda,laboriosa,Habropoda_laboriosa,f,5/19/03,2,net,FlittertownRd
Halictus,ligatus,Halictus_ligatus,f,7/21/03,4,net,FlittertownRd
Halictus,ligatus,Halictus_ligatus,f,8/13/03,4,pan,FlittertownRd
Halictus,ligatus,Halictus_ligatus,f,8/13/03,4,pan,FlittertownRd
Halictus,ligatus,Halictus_ligatus,m,8/13/03,4,pan,FlittertownRd
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,8/13/03,4,pan,FlittertownRd
Lasioglossum,coeruleum,Lasioglossum_coeruleum,f,5/19/03,2,net,FlittertownRd
Lasioglossum,illinoense,Lasioglossum_illinoense,f,6/3/03,2,pan,FlittertownRd
Lasioglossum,illinoense,Lasioglossum_illinoense,f,6/24/03,3,pan,FlittertownRd
Lasioglossum,illinoense,Lasioglossum_illinoense,f,6/24/03,3,pan,FlittertownRd
Lasioglossum,imitatum,Lasioglossum_imitatum,f,6/24/03,3,pan,FlittertownRd
Lasioglossum,imitatum,Lasioglossum_imitatum,f,6/24/03,3,pan,FlittertownRd
Lasioglossum,imitatum,Lasioglossum_imitatum,f,6/24/03,3,pan,FlittertownRd
Lasioglossum,imitatum,Lasioglossum_imitatum,f,6/24/03,3,pan,FlittertownRd
Lasioglossum,imitatum,Lasioglossum_imitatum,f,6/24/03,3,pan,FlittertownRd
Lasioglossum,imitatum,Lasioglossum_imitatum,f,8/13/03,4,pan,FlittertownRd
Lasioglossum,macoupinense_OldDetseeTN,Lasioglossum_macoupinense_OldDetseeTN,f,6/17/03,3,net,FlittertownRd
Lasioglossum,pectorale,Lasioglossum_pectorale,f,8/13/03,4,pan,FlittertownRd
Lasioglossum,cressonii,Lasioglossum_cressonii,u,8/13/03,4,pan,FlittertownRd
Lasioglossum,coeruleum,Lasioglossum_coeruleum,u,6/17/03,3,net,FlittertownRd
Osmia,pumila,Osmia_pumila,f,4/28/03,1,pan,FlittertownRd
Andrena,bradleyi,Andrena_bradleyi,u,4/21/03,1,pan,ForestRd
Andrena,bradleyi,Andrena_bradleyi,u,4/21/03,1,pan,ForestRd
Andrena,carolina,Andrena_carolina,u,5/28/03,2,net,ForestRd
Andrena,hilaris,Andrena_hilaris,u,6/24/03,3,net,ForestRd
Andrena,imitatrix,Andrena_imitatrix,u,5/21/03,2,pan,ForestRd
Augochlorella,aurata,Augochlorella_aurata,f,6/17/03,3,pan,ForestRd
Augochlorella,aurata,Augochlorella_aurata,f,6/17/03,3,pan,ForestRd
Augochlorella,aurata,Augochlorella_aurata,f,7/16/03,4,pan,ForestRd
Augochloropsis,metallica,Augochloropsis_metallica,f,6/24/03,3,net,ForestRd
Bombus,bimaculatus,Bombus_bimaculatus,f,4/30/03,1,net,ForestRd
Bombus,bimaculatus,Bombus_bimaculatus,f,4/30/03,1,net,ForestRd
Bombus,bimaculatus,Bombus_bimaculatus,f,5/28/03,2,net,ForestRd
Colletes,inaequalis,Colletes_inaequalis,f,4/21/03,1,pan,ForestRd
Colletes,inaequalis,Colletes_inaequalis,f,4/21/03,1,pan,ForestRd
Colletes,inaequalis,Colletes_inaequalis,f,4/21/03,1,pan,ForestRd
Colletes,inaequalis,Colletes_inaequalis,f,4/25/03,1,net,ForestRd
Colletes,inaequalis,Colletes_inaequalis,f,4/25/03,1,net,ForestRd
Colletes,validus,Colletes_validus,m,4/21/03,1,pan,ForestRd
Colletes,validus,Colletes_validus,f,4/21/03,1,pan,ForestRd
Colletes,validus,Colletes_validus,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/21/03,1,pan,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/25/03,1,net,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,m,4/25/03,1,net,ForestRd
Habropoda,laboriosa,Habropoda_laboriosa,f,5/28/03,2,net,ForestRd
Hoplitis,truncata,Hoplitis_truncata,m,6/24/03,3,net,ForestRd
Hoplitis,truncata,Hoplitis_truncata,m,6/24/03,3,net,ForestRd
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,4/21/03,1,pan,ForestRd
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,4/21/03,1,pan,ForestRd
Lasioglossum,oblongum,Lasioglossum_oblongum,f,7/16/03,4,pan,ForestRd
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,7/16/03,4,pan,ForestRd
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,7/16/03,4,pan,ForestRd
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,7/16/03,4,pan,ForestRd
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,7/16/03,4,pan,ForestRd
Lasioglossum,oblongum,Lasioglossum_oblongum,f,7/16/03,4,pan,ForestRd
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,7/16/03,4,pan,ForestRd
Lasioglossum,subviridatum,Lasioglossum_subviridatum,f,7/16/03,4,pan,ForestRd
Lasioglossum,oblongum_OldDetseeTN,Lasioglossum_oblongum_OldDetseeTN,f,7/16/03,4,pan,ForestRd
Lasioglossum,tegulare,Lasioglossum_tegulare,f,4/21/03,1,pan,ForestRd
Nomada,ovata,Nomada_ovata,f,4/21/03,1,pan,ForestRd
Nomada,lehighensis,Nomada_lehighensis,f,4/21/03,1,pan,ForestRd
Osmia,atriventris,Osmia_atriventris,m,4/21/03,1,pan,ForestRd
Osmia,atriventris,Osmia_atriventris,m,4/21/03,1,pan,ForestRd
Osmia,georgica,Osmia_georgica,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,pumila,Osmia_pumila,m,4/21/03,1,pan,ForestRd
Osmia,sandhouseae,Osmia_sandhouseae,m,4/21/03,1,pan,ForestRd
Osmia,virga,Osmia_virga,f,4/25/03,1,net,ForestRd
Osmia,virga,Osmia_virga,f,5/21/03,2,pan,ForestRd
Osmia,virga,Osmia_virga,m,6/17/03,3,pan,ForestRd
Eucera,pruinosa,Eucera_pruinosa,u,7/16/03,4,pan,ForestRd
Andrena,cressonii,Andrena_cressonii,u,6/26/03,3,net,GlossySprungRd
Augochlorella,aurata,Augochlorella_aurata,f,4/17/03,1,pan,GlossySprungRd
Augochlorella,aurata,Augochlorella_aurata,f,4/17/03,1,pan,GlossySprungRd
Augochlorella,aurata,Augochlorella_aurata,f,6/7/03,2,net,GlossySprungRd
Augochlorella,aurata,Augochlorella_aurata,f,6/7/03,2,net,GlossySprungRd
